Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,Technique,PathAggregation,AUC,Credibility,LagGlobal,MAP
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,ALLTRACED_RFNONE_SINGLE_LSA,RFUNDER,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,MAX,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,SINGLE,LSA,ALLTRACED_MAX_SINGLE_LSA,RFSMOTE,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,SUM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,MULTI,VSM,ALLTRACED_MAX_MULTI_VSM,MAX,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,RAW,VSM,ALLTRACED_RFSMOTE_RAW_VSM,SUM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,ALLTRACED_RFNONE_SINGLE_VSM,SUM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,RFSMOTE,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,LSA,ALLTRACED_RFNONE_SINGLE_LSA,RFSMOTE,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,MULTI,VSM,ALLTRACED_RFNONE_MULTI_VSM,RFUNDER,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,MULTI,LSA,ALLTRACED_RFSMOTE_MULTI_LSA,RFUNDER,1.0,1.0,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,SUM,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,SUM,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,SUM,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,MEDIAN,0.9829392074290034,0.7289534523809523,0.3412698412698413,0.9658712388741206
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,MAX,0.9829392074290034,0.7289534523809523,0.3412698412698413,0.9658712388741206
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,MEDIAN,0.9829392074290034,0.7312127182140462,0.3412698412698413,0.9658712388741206
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,MAX,0.9829392074290034,0.7312127182140462,0.3412698412698413,0.9658712388741206
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,MAX,0.982284580498866,0.7536785714285714,0.3888888888888889,0.9657013842322536
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,MEDIAN,0.982284580498866,0.7593194674663759,0.3888888888888889,0.9657013842322536
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,MAX,0.982284580498866,0.7593194674663759,0.3888888888888889,0.9657013842322536
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,MEDIAN,0.982284580498866,0.7536785714285714,0.3888888888888889,0.9657013842322536
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,SUM,0.9774119965446496,0.7224560889940095,0.5952380952380952,0.9566070625570076
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,SUM,0.9773445092322642,0.7224021748720664,0.5992063492063492,0.9564658253059619
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,SUM,0.977762930569053,0.7450821705917285,0.4801587301587302,0.9554643199250584
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,UPPERTRACED_MAX_SINGLE_VSM,SUM,0.9776684483317136,0.7446333698534432,0.4841269841269841,0.9553008936366456
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,MEDIAN,0.9596088435374149,0.6863855952380953,1.6865079365079363,0.9389791219680462
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,MAX,0.9596088435374149,0.6863855952380953,1.6865079365079363,0.9389791219680462
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,MEDIAN,0.9595750998812222,0.6941395943020943,1.6865079365079363,0.9389541944766469
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,MAX,0.9595750998812222,0.6941395943020943,1.6865079365079363,0.9389541944766469
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,MAX,0.9595750998812222,0.6941296157422282,1.6865079365079363,0.9389541944766469
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,MEDIAN,0.9595750998812222,0.6941296157422282,1.6865079365079363,0.9389541944766469
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,UPPERTRACED_MAX_MULTI_VSM,MAX,0.9633071482561276,0.6931371428571429,0.6071428571428571,0.9279075337387812
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,UPPERTRACED_MAX_MULTI_VSM,MEDIAN,0.9633071482561276,0.6931371428571429,0.6071428571428571,0.9279075337387812
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,UPPERTRACED_MAX_MULTI_LSA,MEDIAN,0.9632666558686968,0.7173904453854237,0.6111111111111112,0.9278710440471191
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,UPPERTRACED_MAX_RAW_LSA,MEDIAN,0.9632666558686968,0.7173751694139194,0.6111111111111112,0.9278710440471191
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,UPPERTRACED_MAX_MULTI_LSA,MAX,0.9632666558686968,0.7173904453854237,0.6111111111111112,0.9278710440471191
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,UPPERTRACED_MAX_RAW_LSA,MAX,0.9632666558686968,0.7173751694139194,0.6111111111111112,0.9278710440471191
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,LOWERTRACED_MAX_RAW_VSM,MAX,0.9501369992441422,0.677177380952381,1.8015873015873016,0.921310295312974
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,LOWERTRACED_MAX_RAW_VSM,MEDIAN,0.9501369992441422,0.677177380952381,1.8015873015873016,0.921310295312974
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,UPPERTRACED_MAX_MULTI_LSA,SUM,0.9540681351905842,0.7187656509617265,1.1150793650793651,0.9127388325188204
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,UPPERTRACED_MAX_RAW_LSA,SUM,0.9540478889968684,0.7187606510622158,1.1150793650793651,0.9127134665147728
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,SUM,0.9444984342943528,0.701802440274575,1.96031746031746,0.9122614175574956
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,SUM,0.9444984342943528,0.7018163251724416,1.96031746031746,0.9122614175574956
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,SUM,0.9441238797106144,0.7017722987845727,1.9642857142857144,0.9115819018270446
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,UPPERTRACED_MAX_MULTI_VSM,SUM,0.9527825018896448,0.7174406533446712,1.1349206349206349,0.9104940931819944
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,SUM,0.9117603390562574,0.8355457301282637,2.2182539682539684,0.8980589358701692
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,MAX,0.9040026724975704,0.8449114285714285,2.2182539682539684,0.8964115747465645
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,MEDIAN,0.9040026724975704,0.8449114285714285,2.2182539682539684,0.8964115747465645
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,LSA,LOWERTRACED_RFNONE_SINGLE_LSA,SUM,0.9040026724975704,0.8363073911586387,2.2182539682539684,0.8964115747465644
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,SUM,0.9110989633948816,0.8309757639460135,2.2182539682539684,0.8958747557956775
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,UPPERTRACED_MAX_RAW_VSM,MEDIAN,0.9476737123420798,0.6802830952380953,0.8928571428571429,0.8950448037138519
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,UPPERTRACED_MAX_RAW_VSM,MAX,0.9476737123420798,0.6802830952380953,0.8928571428571429,0.8950448037138519
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,MAX,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,MEDIAN,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,MEDIAN,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,MEDIAN,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,MAX,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,MAX,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,SUM,0.9057168502321564,0.8180275264296377,2.2182539682539684,0.8927431074445937
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,SUM,0.9012964312709212,0.8271674587941382,2.2182539682539684,0.8902403545121743
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,MEDIAN,0.9012964312709212,0.8349784523809524,2.2182539682539684,0.8902403545121743
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,MAX,0.9012964312709212,0.8349784523809524,2.2182539682539684,0.8902403545121743
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,SUM,0.9518613000755858,0.7478358619263034,0.5555555555555556,0.8893264724414564
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,MEDIAN,0.9523607061872368,-0.2699482142857143,0.4801587301587302,0.8891888239466296
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,LOWERTRACED_SUM_SINGLE_VSM,MAX,0.9523607061872368,-0.2699482142857143,0.4801587301587302,0.8891888239466296
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,SUM,0.9004258449411509,0.8309757639460135,2.2182539682539684,0.885242697710949
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,MAX,0.90987069430947,0.8443953571428572,2.2182539682539684,0.8816551175201642
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,LSA,LOWERTRACED_RFUNDER_SINGLE_LSA,MEDIAN,0.90987069430947,0.8443953571428572,2.2182539682539684,0.8816551175201642
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,MAX,0.9093510420041032,0.8398784523809524,2.2182539682539684,0.8799192342237396
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,LSA,LOWERTRACED_RFSMOTE_SINGLE_LSA,MEDIAN,0.9093510420041032,0.8398784523809524,2.2182539682539684,0.8799192342237396
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,MAX,0.9449303530936184,0.7282823847842602,0.6666666666666666,0.8796442731004138
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,MEDIAN,0.9449303530936184,0.7282823847842602,0.6666666666666666,0.8796442731004138
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,LOWERTRACED_SUM_SINGLE_LSA,SUM,0.936001781665047,0.7287820764016723,0.9047619047619048,0.8755060404766392
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,LOWERTRACED_MAX_RAW_VSM,SUM,0.9216775996112729,0.697690684867363,2.1031746031746037,0.8709977303817785
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,UPPERTRACED_MAX_RAW_VSM,SUM,0.9296883435914048,0.7001708259061199,1.6071428571428572,0.8690108323536425
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,MEDIAN,0.8984552154195011,0.8382423809523809,2.2182539682539684,0.8682470447023046
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,MAX,0.8984552154195011,0.8382423809523809,2.2182539682539684,0.8682470447023046
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,SUM,0.8871747111543029,0.8203125095207628,2.2182539682539684,0.8640392356732198
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,SUM,0.8958637026239067,0.8195508484903878,2.2182539682539684,0.8631774746296128
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,LOWERTRACED_SUM_MULTI_VSM,MAX,0.92792355037253,-0.13238142857142854,0.9325396825396826,0.8609532173098976
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,LOWERTRACED_SUM_MULTI_VSM,MEDIAN,0.92792355037253,-0.13238142857142854,0.9325396825396826,0.8609532173098976
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,LOWERTRACED_SUM_MULTI_VSM,SUM,0.9269213637836088,0.7241023345449641,1.1746031746031746,0.8595196857991281
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,SUM,0.9434793758773352,0.7453058102512076,0.7380952380952381,0.8560578065871909
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,MAX,0.9201726325450816,0.7081727762048878,1.2658730158730158,0.8553494358174198
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,MEDIAN,0.9201726325450816,0.7081727762048878,1.2658730158730158,0.8553494358174198
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,SUM,0.8869013875391427,0.8187891874600128,2.2182539682539684,0.8537658455413634
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,MAX,0.9411510636000432,-0.0768354761904762,0.8611111111111112,0.8534525241735065
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,MEDIAN,0.9411510636000432,-0.0768354761904762,0.8611111111111112,0.8534525241735065
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,SUM,0.9325126876147284,0.7257024133212076,1.4285714285714286,0.8527259921578323
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,SUM,0.9120707806932298,0.718900544149662,1.75,0.8525777252712788
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,SUM,0.8831963340891913,0.8073642720043872,2.2182539682539684,0.8523673049785394
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,MAX,0.915249433106576,0.6833019047619048,1.8373015873015872,0.8516781135352636
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,MEDIAN,0.915249433106576,0.6833019047619048,1.8373015873015872,0.8516781135352636
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,MAX,0.9145948061764388,0.7156814838896453,1.9404761904761905,0.8512902478544433
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,MEDIAN,0.9145948061764388,0.7156814838896453,1.9404761904761905,0.8512902478544433
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,SUM,0.8811278479645825,0.8081259330347622,2.2182539682539684,0.8495392656559959
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,SUM,0.9202536173199438,0.721932524932557,1.0396825396825398,0.8488990692685312
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,MAX,0.9319727891156462,0.7163310819941816,0.98015873015873,0.8471824323355329
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,MEDIAN,0.9319727891156462,0.7163310819941816,0.98015873015873,0.8471824323355329
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,SUM,0.9098369506532772,0.7171743045946919,1.511904761904762,0.8449619615380343
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,LOWERTRACED_RFSMOTE_MULTI_VSM,SUM,0.8789547565057768,0.8058409499436371,2.2182539682539684,0.8449087976735277
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,MAX,0.9170378468847856,0.4329430952380952,0.7896825396825397,0.8403418016667935
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,MEDIAN,0.9170378468847856,0.4329430952380952,0.7896825396825397,0.8403418016667935
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,MEDIAN,0.8844752186588921,0.8250392857142858,2.2182539682539684,0.8396502836660871
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,MAX,0.8844752186588921,0.8250392857142858,2.2182539682539684,0.8396502836660871
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,MEDIAN,0.9129582388510958,0.7049224804769596,1.0476190476190477,0.8391822897760044
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,MAX,0.9129582388510958,0.7049224804769596,1.0476190476190477,0.8391822897760044
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,RFNONE,0.8849206349206349,0.9309523809523811,2.3095238095238093,0.8388888888888889
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,RFUNDER,0.8849206349206349,0.9309523809523811,2.3095238095238093,0.8388888888888889
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,RFNONE,0.8849206349206349,0.9309523809523811,2.3095238095238093,0.8388888888888889
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,SUM,0.900361731994385,0.7027911473128859,1.988095238095238,0.8381229253552663
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,NONETRACED_MAX_SINGLE_VSM,SUM,0.8988972573156246,0.7017318305997615,1.996031746031746,0.8366017986538508
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,MAX,0.8929111327070509,0.8250680952380952,2.2182539682539684,0.8344630906055044
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,MEDIAN,0.8929111327070509,0.8250680952380952,2.2182539682539684,0.8344630906055044
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,MAX,0.8809692527804772,0.8109173809523811,2.2182539682539684,0.8291398768094271
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,MEDIAN,0.8809692527804772,0.8109173809523811,2.2182539682539684,0.8291398768094271
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,MAX,0.8787252996436671,0.8108664285714285,2.2182539682539684,0.8254496159443738
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,MEDIAN,0.8787252996436671,0.8108664285714285,2.2182539682539684,0.8254496159443738
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,RFUNDER,0.875,0.925,2.2976190476190474,0.825
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,MAX,0.8922801263362488,0.8208796428571429,2.2182539682539684,0.8154165231455028
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,LOWERTRACED_RFSMOTE_SINGLE_VSM,MEDIAN,0.8922801263362488,0.8208796428571429,2.2182539682539684,0.8154165231455028
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,RFSMOTE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,RFSMOTE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,RFNONE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,RFUNDER,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,RFSMOTE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,ALLTRACED_SUM_RAW_LSA,RFUNDER,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,RFNONE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,ALLTRACED_SUM_SINGLE_LSA,RFUNDER,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,ALLTRACED_SUM_MULTI_LSA,RFNONE,0.8670634920634921,0.9202380952380952,2.3293650793650795,0.8138888888888889
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,MEDIAN,0.8812999406111651,0.8229379761904762,2.2182539682539684,0.8084893717810815
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,MAX,0.8812999406111651,0.8229379761904762,2.2182539682539684,0.8084893717810815
