Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,Technique,PathAggregation,AUC,Credibility,LagGlobal,MAP
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,RFUNDER,0.5252267573696144,0.7083333333333334,2.3174603174603177,0.3222369194591417
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,RFNONE,0.5226757369614513,0.7095238095238096,2.3253968253968256,0.3222222222222222
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,RFUNDER,0.5226757369614513,0.7095238095238096,2.3174603174603177,0.3222222222222222
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,VSM,UPPERTRACED_RFSMOTE_RAW_VSM,RFUNDER,0.5226757369614513,0.7095238095238096,2.3293650793650795,0.3222222222222222
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,LSA,NONETRACED_RFNONE_SINGLE_LSA,RFSMOTE,0.5391156462585034,0.669047619047619,2.3293650793650795,0.3220682302771855
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,RFNONE,0.5215419501133788,0.7095238095238096,2.3293650793650795,0.3217813051146384
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,RFSMOTE,0.5391156462585034,0.6642857142857143,2.3174603174603177,0.3216765873015873
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,LSA,LOWERTRACED_RFSMOTE_RAW_LSA,RFUNDER,0.524092970521542,0.7083333333333334,2.3293650793650795,0.3215873015873016
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,LSA,NONETRACED_RFUNDER_MULTI_LSA,RFSMOTE,0.5365646258503401,0.6797619047619048,2.3253968253968256,0.32152870493991986
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,RFSMOTE,0.5436507936507937,0.5880952380952381,2.3293650793650795,0.3213497150997151
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,LSA,NONETRACED_MEDIAN_RAW_LSA,RFSMOTE,0.5376984126984127,0.6702380952380952,2.3174603174603177,0.3212747631352283
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,UPPERTRACED_SUM_MULTI_VSM,RFUNDER,0.5289115646258504,0.7023809523809523,2.3293650793650795,0.3211180124223602
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,RFUNDER,0.5229591836734694,0.7083333333333334,2.321428571428572,0.32096273291925465
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,RFUNDER,0.5229591836734694,0.7083333333333334,2.3253968253968256,0.32096273291925465
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,RFUNDER,0.5229591836734694,0.7083333333333334,2.3293650793650795,0.32096273291925465
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,RFUNDER,0.5229591836734694,0.7083333333333334,2.3253968253968256,0.32096273291925465
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,RFSMOTE,0.5422335600907029,0.5988095238095238,2.3293650793650795,0.3208077539959073
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,RFSMOTE,0.5425170068027211,0.5880952380952381,2.3174603174603177,0.32073732718894005
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,MAX,0.5453615970197602,0.3944320238095238,2.3174603174603177,0.3204314686473285
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,MEDIAN,0.5453615970197602,0.3944320238095238,2.3174603174603177,0.3204314686473285
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,RFUNDER,0.5218253968253969,0.7083333333333334,2.3293650793650795,0.3203703703703704
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,RFUNDER,0.5218253968253969,0.7083333333333334,2.3253968253968256,0.3203703703703704
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,RFUNDER,0.5218253968253969,0.7083333333333334,2.3293650793650795,0.3203703703703704
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,RFNONE,0.5218253968253969,0.7083333333333334,2.3293650793650795,0.3203703703703704
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,NONETRACED_MAX_RAW_VSM,RFSMOTE,0.5428004535147393,0.5392857142857143,2.3293650793650795,0.32016699335101273
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,RFSMOTE,0.5413832199546486,0.5833333333333334,2.3015873015873014,0.32004093041828885
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,RFNONE,0.5232426303854876,0.7071428571428572,2.3293650793650795,0.32002442002442
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,RFNONE,0.5206916099773242,0.7083333333333334,2.3253968253968256,0.3198203842940685
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,RFNONE,0.5206916099773242,0.7083333333333334,2.3293650793650795,0.3198203842940685
EasyClinic,Random,Random,0.0,,,,Random,RFSMOTE,0.5393990929705216,0.6059523809523809,2.313492063492064,0.31941917840794243
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,VSM,UPPERTRACED_RFSMOTE_RAW_VSM,RFNONE,0.5195578231292517,0.7083333333333334,2.321428571428572,0.3193277310924369
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,RFSMOTE,0.5393990929705215,0.5916666666666667,2.3095238095238093,0.3191291219068997
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,RFSMOTE,0.5388321995464853,0.5845238095238096,2.3095238095238093,0.3187043842188536
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,UPPERTRACED_MAX_SINGLE_LSA,RFNONE,0.5150226757369614,0.7083333333333334,2.3253968253968256,0.318694885361552
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,RFUNDER,0.5209750566893424,0.7071428571428572,2.3293650793650795,0.3186868686868687
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,RFUNDER,0.5209750566893424,0.7071428571428572,2.3174603174603177,0.3186868686868687
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,RFUNDER,0.5172902494331066,0.7083333333333334,2.3253968253968256,0.3186202686202686
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,RFNONE,0.5172902494331066,0.7083333333333334,2.3253968253968256,0.3186202686202686
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,RFSMOTE,0.5376984126984127,0.5845238095238096,2.305555555555556,0.31810499820208554
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,RFNONE,0.5198412698412699,0.7071428571428572,2.3293650793650795,0.31805555555555554
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,RFNONE,0.5187074829931974,0.7071428571428572,2.3293650793650795,0.31746031746031744
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,RFSMOTE,0.5359977324263038,0.5869047619047619,2.3293650793650795,0.3172454253019037
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,LSA,UPPERTRACED_RFSMOTE_RAW_LSA,RFNONE,0.5215419501133787,0.7047619047619048,2.313492063492064,0.3172335600907029
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,RFSMOTE,0.5359977324263039,0.5821428571428572,2.3015873015873014,0.317177053029143
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,RFUNDER,0.5201247165532881,0.705952380952381,2.3253968253968256,0.31714975845410626
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,RFUNDER,0.5201247165532881,0.705952380952381,2.3253968253968256,0.31714975845410626
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,RFNONE,0.5201247165532881,0.705952380952381,2.3253968253968256,0.31714975845410626
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,LOWERTRACED_SUM_MULTI_LSA,RFSMOTE,0.5371315192743764,0.4869047619047619,2.3293650793650795,0.3169227080045793
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,NONETRACED_SUM_RAW_VSM,RFNONE,0.5119047619047619,0.7071428571428572,2.3293650793650795,0.31666666666666665
EasyClinic,Random,Random,0.0,,,,Random,RFUNDER,0.5119047619047619,0.7071428571428572,2.3293650793650795,0.31666666666666665
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,RFUNDER,0.5189909297052154,0.705952380952381,2.3293650793650795,0.31645880574452
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,RFSMOTE,0.5340136054421769,0.580952380952381,2.3095238095238093,0.31612903225806444
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,RFSMOTE,0.5320294784580499,0.6321428571428571,2.3293650793650795,0.3159986440137193
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,LSA,NONETRACED_RFUNDER_SINGLE_LSA,RFUNDER,0.5130385487528344,0.7071428571428572,2.3293650793650795,0.3159722222222222
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,LSA,NONETRACED_MAX_SINGLE_LSA,RFNONE,0.514172335600907,0.7071428571428572,2.3253968253968256,0.31587301587301586
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,RFNONE,0.5178571428571429,0.705952380952381,2.3253968253968256,0.3157894736842105
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,RFSMOTE,0.5331632653061225,0.5845238095238096,2.3253968253968256,0.31573327005220697
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,RFSMOTE,0.5325963718820861,0.5821428571428572,2.321428571428572,0.3154111371324486
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,RFUNDER,0.5255102040816326,0.6880952380952381,2.3293650793650795,0.3153061224489796
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,RFNONE,0.5167233560090704,0.705952380952381,2.3293650793650795,0.31514939309056955
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,NONETRACED_RFNONE_MULTI_VSM,RFUNDER,0.5167233560090704,0.705952380952381,2.3293650793650795,0.31514939309056955
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,RFSMOTE,0.5320294784580499,0.575,2.3293650793650795,0.3150408021097676
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,RFUNDER,0.518140589569161,0.7047619047619048,2.3253968253968256,0.315007215007215
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,RFNONE,0.5144557823129252,0.705952380952381,2.3253968253968256,0.314010989010989
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,RFNONE,0.5144557823129252,0.705952380952381,2.3293650793650795,0.314010989010989
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,RFNONE,0.5158730158730159,0.7047619047619048,2.3253968253968256,0.3135802469135802
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,ALLTRACED_MEDIAN_RAW_LSA,RFNONE,0.5158730158730159,0.7047619047619048,2.3293650793650795,0.3135802469135802
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,RFUNDER,0.51218820861678,0.705952380952381,2.3293650793650795,0.31327160493827155
EasyClinic,Random,Random,0.0,,,,Random,RFNONE,0.5110544217687074,0.705952380952381,2.3253968253968256,0.31326530612244896
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,LOWERTRACED_SUM_RAW_VSM,RFSMOTE,0.5291950113378685,0.5011904761904762,2.313492063492064,0.31315954242393473
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,RFNONE,0.5147392290249433,0.7047619047619048,2.3293650793650795,0.3128968253968254
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,RFNONE,0.5147392290249433,0.7047619047619048,2.3293650793650795,0.3128968253968254
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,RFNONE,0.5147392290249433,0.7047619047619048,2.3293650793650795,0.3128968253968254
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,RFNONE,0.5164399092970522,0.7023809523809523,2.3253968253968256,0.3124669312169312
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,RFSMOTE,0.5249433106575964,0.5857142857142857,2.313492063492064,0.3115582383188017
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,RFNONE,0.513888888888889,0.7035714285714286,2.3293650793650795,0.31143790849673203
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,RFUNDER,0.513888888888889,0.7035714285714286,2.3253968253968256,0.31143790849673203
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,UPPERTRACED_MEDIAN_SINGLE_LSA,RFUNDER,0.514172335600907,0.7023809523809523,2.3293650793650795,0.3109126984126984
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,RFNONE,0.5127551020408164,0.7035714285714286,2.3293650793650795,0.3107142857142857
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,RFNONE,0.5102040816326531,0.7047619047619048,2.3253968253968256,0.3107142857142857
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,RFUNDER,0.5127551020408164,0.7035714285714286,2.3293650793650795,0.3107142857142857
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,RFUNDER,0.5144557823129252,0.7011904761904761,2.321428571428572,0.3105590062111801
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,UPPERTRACED_RFNONE_SINGLE_VSM,RFSMOTE,0.5229591836734694,0.5702380952380952,2.313492063492064,0.3104746691008672
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,RFUNDER,0.5147392290249433,0.7,2.3253968253968256,0.3103174603174603
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,RFNONE,0.5201247165532881,0.6583333333333333,2.3253968253968256,0.3100787198348174
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,RFNONE,0.511904761904762,0.7023809523809523,2.3293650793650795,0.309375
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,RFUNDER,0.511904761904762,0.7023809523809523,2.3253968253968256,0.309375
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,RFNONE,0.511904761904762,0.7023809523809523,2.3293650793650795,0.309375
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,RFNONE,0.5104875283446711,0.7035714285714286,2.3293650793650795,0.3093434343434343
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,LSA,NONETRACED_RFNONE_MULTI_LSA,RFUNDER,0.514172335600907,0.6976190476190476,2.3253968253968256,0.30925925925925923
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,ALLTRACED_MEDIAN_SINGLE_LSA,RFSMOTE,0.520124716553288,0.5773809523809523,2.3253968253968256,0.3091351102443253
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,RFNONE,0.5121882086167802,0.7011904761904761,2.3293650793650795,0.30898078529657474
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,LOWERTRACED_SUM_RAW_LSA,RFSMOTE,0.5198412698412699,0.4880952380952381,2.3253968253968256,0.30873842592592593
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,LSA,NONETRACED_SUM_SINGLE_LSA,RFNONE,0.5093537414965986,0.7035714285714286,2.313492063492064,0.3087301587301587
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,LSA,UPPERTRACED_RFSMOTE_SINGLE_LSA,RFNONE,0.5153061224489797,0.6880952380952381,2.3293650793650795,0.3086538461538461
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,NONETRACED_MAX_MULTI_VSM,RFNONE,0.5059523809523809,0.7035714285714286,2.313492063492064,0.3083333333333333
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,NONETRACED_MEDIAN_SINGLE_VSM,RFSMOTE,0.5059523809523809,0.7035714285714286,2.3253968253968256,0.3083333333333333
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,LSA,NONETRACED_MEDIAN_SINGLE_LSA,RFSMOTE,0.5172902494331066,0.6321428571428571,2.293650793650793,0.3081154234333425
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,RFNONE,0.5070861678004535,0.7035714285714286,2.3293650793650795,0.30793650793650795
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,LOWERTRACED_MAX_RAW_VSM,RFUNDER,0.5070861678004535,0.7035714285714286,2.313492063492064,0.30793650793650795
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,UPPERTRACED_MAX_RAW_VSM,RFUNDER,0.5070861678004535,0.7035714285714286,2.3253968253968256,0.30793650793650795
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,UPPERTRACED_SUM_MULTI_VSM,RFNONE,0.5096371882086168,0.7023809523809523,2.3293650793650795,0.30787037037037035
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,LSA,UPPERTRACED_SUM_MULTI_LSA,RFSMOTE,0.5172902494331065,0.5702380952380952,2.3293650793650795,0.3077492273036828
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,RFUNDER,0.5104875283446713,0.6988095238095238,2.3293650793650795,0.3069916855631141
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,RFUNDER,0.5147392290249433,0.6476190476190476,2.3293650793650795,0.3069794584500467
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,LSA,UPPERTRACED_RFNONE_SINGLE_LSA,RFUNDER,0.5087868480725622,0.7011904761904761,2.3253968253968256,0.3066239316239316
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,RFNONE,0.5090702947845804,0.7,2.3253968253968256,0.3063492063492063
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,LSA,NONETRACED_RFUNDER_MULTI_LSA,RFNONE,0.5096371882086168,0.6976190476190476,2.313492063492064,0.3061327561327561
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,UPPERTRACED_MAX_RAW_LSA,RFUNDER,0.503968253968254,0.7023809523809523,2.313492063492064,0.3055555555555556
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,UPPERTRACED_MAX_MULTI_LSA,RFUNDER,0.503968253968254,0.7023809523809523,2.3293650793650795,0.3055555555555556
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,NONETRACED_SUM_MULTI_VSM,RFUNDER,0.503968253968254,0.7023809523809523,2.3293650793650795,0.3055555555555556
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,NONETRACED_MAX_MULTI_VSM,RFUNDER,0.503968253968254,0.7023809523809523,2.3293650793650795,0.3055555555555556
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,VSM,UPPERTRACED_RFSMOTE_MULTI_VSM,RFNONE,0.5082199546485261,0.6988095238095238,2.3293650793650795,0.30541549953314656
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,LSA,NONETRACED_SUM_MULTI_LSA,RFUNDER,0.5051020408163265,0.7023809523809523,2.3293650793650795,0.3053571428571429
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,LSA,NONETRACED_MAX_RAW_LSA,RFNONE,0.5051020408163265,0.7023809523809523,2.3253968253968256,0.3053571428571429
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,LSA,NONETRACED_MEDIAN_MULTI_LSA,RFSMOTE,0.5113378684807256,0.6380952380952379,2.3253968253968256,0.3051851851851852
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,LOWERTRACED_RFNONE_RAW_VSM,RFUNDER,0.5065192743764172,0.7011904761904761,2.3293650793650795,0.3050705467372133
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,UPPERTRACED_SUM_RAW_VSM,RFUNDER,0.5093537414965986,0.6892857142857143,2.3095238095238093,0.30503663003663
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,LSA,NONETRACED_RFNONE_MULTI_LSA,RFNONE,0.5070861678004535,0.6988095238095238,2.3253968253968256,0.3046296296296296
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,NONETRACED_RFSMOTE_MULTI_LSA,RFUNDER,0.5070861678004535,0.6988095238095238,2.3293650793650795,0.3046296296296296
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,RFNONE,0.5070861678004535,0.6988095238095238,2.3253968253968256,0.3046296296296296
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,LSA,UPPERTRACED_RFUNDER_MULTI_LSA,RFNONE,0.507936507936508,0.6952380952380952,2.3293650793650795,0.3046296296296296
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,MULTI,LSA,UPPERTRACED_RFUNDER_MULTI_LSA,RFUNDER,0.5085034013605442,0.6880952380952381,2.321428571428572,0.3044642857142857
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,RFSMOTE,0.5096371882086167,0.5833333333333334,2.313492063492064,0.3042227068944626
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,RFUNDER,0.5056689342403627,0.7,2.313492063492064,0.30396825396825394
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,RFNONE,0.5059523809523809,0.6988095238095238,2.3293650793650795,0.3038461538461538
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,RFUNDER,0.5059523809523809,0.6988095238095238,2.3253968253968256,0.3038461538461538
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,LSA,UPPERTRACED_SUM_RAW_LSA,RFUNDER,0.506235827664399,0.6976190476190476,2.3293650793650795,0.3038194444444444
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,NONETRACED_RFSMOTE_MULTI_LSA,RFNONE,0.506235827664399,0.6976190476190476,2.3293650793650795,0.3038194444444444
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,UPPERTRACED_MAX_MULTI_VSM,RFUNDER,0.504251700680272,0.7011904761904761,2.3293650793650795,0.3035714285714285
